name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Meghalaya,13-11-2022,28,10.4,20.2,29.2,10.4,20.4,17,82.1,0,0,0,rain,0,0,7.2,5.4,7.5,1013.6,31,4.5,203.8,17.6,8,10,2022-11-13T05:38:19,2022-11-13T16:34:48,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42515099999,41891099999,remote,42516099999,42512099999"
Meghalaya,14-11-2022,27,9.7,19.8,28.8,9.7,19.9,16.2,82,0,0,0,,0,0,6.5,13.7,69.9,1013.5,29,3.6,215.5,18.7,8,10,2022-11-14T05:39:01,2022-11-14T16:34:23,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42515099999,41891099999,42516099999,42512099999"
Meghalaya,15-11-2022,28,11.1,19.8,29.7,11.1,20,16.5,82.7,0,0,0,,0,0,5.8,18.8,87.1,1012.6,38.1,3.5,210.6,18.1,8,10,2022-11-15T05:39:44,2022-11-15T16:34:00,0.7,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42410099999,VEGT,42515099999,41891099999,42516099999,42512099999"
Meghalaya,16-11-2022,28,10.4,20.6,28.9,10.4,20.7,17.7,85.6,0,0,0,,0,0,8.3,9.9,74.5,1011.6,45.2,2.7,201.2,17.3,8,10,2022-11-16T05:40:27,2022-11-16T16:33:38,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42410099999,VEGT,42515099999,41891099999,42516099999,42512099999"
Meghalaya,17-11-2022,27,10.4,18.7,27.9,10.4,18.8,15.3,82.5,0,0,0,rain,0,0,7.9,11.9,25.8,1012.3,39.5,6,200.2,17.3,8,10,2022-11-17T05:41:10,2022-11-17T16:33:18,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42515099999,41891099999,remote,42516099999,42512099999"
Meghalaya,18-11-2022,28,9.7,18.7,29.2,9.7,18.7,14.8,80.9,0,0,0,,0,0,12.6,13.7,59.6,1013.6,23,6.6,210,18,8,10,2022-11-18T05:41:54,2022-11-18T16:33:00,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42515099999,41891099999,remote,42516099999,42512099999"
Meghalaya,19-11-2022,28,10,19,28.3,10,19.1,12.1,69.5,0,0,0,,0,0,9,8.9,37.7,1013.5,39.4,6,191.9,16.6,8,10,2022-11-19T05:42:37,2022-11-19T16:32:43,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42515099999,41891099999,remote,42516099999,42512099999"
Meghalaya,20-11-2022,27,11.2,19,27.9,11.2,19,11.9,69,0,0,0,,0,0,11.9,9.4,326.7,1012.3,51.6,7,188.6,16.2,7,10,2022-11-20T05:43:21,2022-11-20T16:32:27,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42515099999,41891099999,remote,42516099999,42512099999"
Meghalaya,21-11-2022,28,11.2,19.2,29.2,11.2,19.2,15,78.4,0,0,0,,0,0,12.2,12.1,11,1010.9,40,6.8,182.4,15.7,7,10,2022-11-21T05:44:05,2022-11-21T16:32:13,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42515099999,41891099999,remote,42516099999,42512099999"
Meghalaya,22-11-2022,27,9.9,18.9,27.7,9.9,19,14.6,78.8,0,0,0,,0,0,7.6,7.3,50.2,1011.1,36,4.9,202.8,17.5,8,10,2022-11-22T05:44:49,2022-11-22T16:32:00,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42515099999,41891099999,remote,42516099999,42512099999"
Meghalaya,23-11-2022,28,10.4,19.4,28.3,10.4,19.5,14.8,77.6,0,0,0,,0,0,6.5,5.4,345.5,1011.6,37,5.2,205.8,17.8,8,10,2022-11-23T05:45:33,2022-11-23T16:31:49,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42515099999,41891099999,remote,42516099999,42512099999"
Meghalaya,24-11-2022,28,10.4,19,28.6,10.4,19.1,15,80.2,0,0,0,,0,0,9,9.4,36,1012.2,27.2,5.7,201.7,17.4,7,10,2022-11-24T05:46:17,2022-11-24T16:31:39,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42515099999,41891099999,remote,42516099999,42512099999"
Meghalaya,25-11-2022,28,10.6,19.5,28.6,10.6,19.6,13.1,70.3,0,0,0,,0,0,11.5,9.4,25.4,1013,21.8,6.9,204.3,17.7,8,10,2022-11-25T05:47:02,2022-11-25T16:31:31,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42515099999,41891099999,remote,42516099999,42512099999"
Meghalaya,26-11-2022,28,11.2,19.9,29.2,11.2,20,15.1,78.2,0,0,0,,0,0,9,7.6,9.7,1011.3,27.3,4.2,205,17.7,8,10,2022-11-26T05:47:46,2022-11-26T16:31:25,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42515099999,41891099999,remote,42516099999,42512099999"
Meghalaya,27-11-2022,27,10.1,19,28.5,10.1,19.1,12.6,70.5,0,0,0,,0,0,12.2,7.6,349.7,1010.2,22.7,5.4,203.1,17.5,8,10,2022-11-27T05:48:30,2022-11-27T16:31:20,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42515099999,41891099999,remote,42516099999,42512099999"
Meghalaya,28-11-2022,25.4,12.4,19.2,25.4,12.4,19.2,15.8,82.7,0,0,0,,0,0,14,10.3,25.1,1011.2,29.9,4.3,196.1,16.9,7,10,2022-11-28T05:49:14,2022-11-28T16:31:16,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42515099999,41891099999,42516099999,42512099999"
Meghalaya,29-11-2022,25.4,11.2,18.6,25.4,11.2,18.6,14.2,77.4,0,0,0,rain,0,0,15.5,12.3,53.6,1012.9,43.1,6.6,184.8,16,7,10,2022-11-29T05:49:58,2022-11-29T16:31:14,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42515099999,41891099999,remote,42516099999,42512099999"
Meghalaya,30-11-2022,26.3,13.4,20,26.3,13.4,20,16.7,83.2,0,0,0,rain,0,0,13.7,8.9,56.1,1012.9,46.5,3.7,180.9,15.6,7,10,2022-11-30T05:50:42,2022-11-30T16:31:14,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42515099999,41891099999,42516099999,42512099999"
Meghalaya,01-12-2022,29,16,21.5,29.8,16,21.7,18.5,85,0.3,100,12.5,rain,0,0,11.2,5.4,10.9,1012.3,31.8,3.3,186.5,16.2,7,10,2022-12-01T05:51:25,2022-12-01T16:31:15,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42410099999,VEGT"
Meghalaya,02-12-2022,27,17,20.7,28.4,17,20.8,17.3,84.2,0,0,0,,0,0,9.4,8.3,210.6,1012.2,25,5.7,195.9,16.9,7,10,2022-12-02T05:52:08,2022-12-02T16:31:17,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VEGT,remote"
Meghalaya,03-12-2022,28,10,20.6,28.8,10,20.7,17.8,86.4,0,0,0,,0,0,8.6,6.5,122.8,1012.5,33.3,4.8,198.9,17.3,7,10,2022-12-03T05:52:51,2022-12-03T16:31:21,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VEGT,remote"
Meghalaya,04-12-2022,27,9.2,18.3,27.9,9.2,18.4,14.4,79.8,0,0,0,,0,0,6.1,7.6,342.1,1014,18.8,10,197,17.1,7,10,2022-12-04T05:53:34,2022-12-04T16:31:27,0.44,Clear,Clear conditions throughout the day.,clear-day,"VEGT,remote"
